director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Bhappi Sonie,Mahesh Anand,Arun,Beena Banerjee,Drama,sasti dulhan mahenga dulha,Bhappi Sonie Mahesh Anand Arun Beena Banerjee Drama sasti dulhan mahenga dulha
Ketan Anand,Naseeruddin Shah,Shabana Azmi,Kanwaljit Singh,"Drama, Mystery, Thriller",shart,"Ketan Anand Naseeruddin Shah Shabana Azmi Kanwaljit Singh Drama, Mystery, Thriller shart"
Bharathi Rajaa,Sunny Deol,Poonam Dhillon,Prem Chopra,abc,saveray wali gaadi,Bharathi Rajaa Sunny Deol Poonam Dhillon Prem Chopra abc saveray wali gaadi
Pramod Chakravorty,Rajesh Khanna,Shabana Sadique,Ashok Kumar,"Action, Adventure, Crime",shatru,"Pramod Chakravorty Rajesh Khanna Shabana Sadique Ashok Kumar Action, Adventure, Crime shatru"
Deepak Balraj Vij,Kulbhushan Kharbanda,Nana Patekar,Anita Kanwar,"Adventure, Thriller",sheela,"Deepak Balraj Vij Kulbhushan Kharbanda Nana Patekar Anita Kanwar Adventure, Thriller sheela"
Basu Chatterjee,Mithun Chakraborty,Moon Moon Sen,abc,Drama,sheesha,Basu Chatterjee Mithun Chakraborty Moon Moon Sen abc Drama sheesha
Krishna,Jeetendra,Jaya Prada,Mandakini,abc,singhasan,Krishna Jeetendra Jaya Prada Mandakini abc singhasan
Mukul S. Anand,Dharmendra,Sunny Deol,Sridevi,Period Drama,sultanat,Mukul S. Anand Dharmendra Sunny Deol Sridevi Period Drama sultanat
K. Bappiah,Jeetendra,Mithun Chakravorty,Padmini Kolhapure,abc,swarag se sunder,K. Bappiah Jeetendra Mithun Chakravorty Padmini Kolhapure abc swarag se sunder
Radhakant,Shafi Inamdar,abc,abc,abc,swarthi,Radhakant Shafi Inamdar abc abc abc swarthi
Kranthi Kumar,Shashi Kapoor,Sharmila Tagore,Meenakshi Sheshadri,Drama,swati,Kranthi Kumar Shashi Kapoor Sharmila Tagore Meenakshi Sheshadri Drama swati
"Shyam Ramsay, Tulsi Ramsay",Rana Jung Bahadur,Hemant Birje,Deepak,"Action, Drama, Horror",tahkhana,"Shyam Ramsay, Tulsi Ramsay Rana Jung Bahadur Hemant Birje Deepak Action, Drama, Horror tahkhana"
Anand,Govinda,Khushboo,Jyoti Patel,abc,tan-badan,Anand Govinda Khushboo Jyoti Patel abc tan-badan
Krishnakant,Raj Babbar,Smita Patil,Anita Raj,Romance,teesra kinara,Krishnakant Raj Babbar Smita Patil Anita Raj Romance teesra kinara
Manmohan Sabir,Aakash,Birbal,Mohan Choti,abc,the living corpse,Manmohan Sabir Aakash Birbal Mohan Choti abc the living corpse
Shantilal Soni,Deepika,Manher Desai,Anjana Mumtaz,Fantasy,vikram vetal,Shantilal Soni Deepika Manher Desai Anjana Mumtaz Fantasy vikram vetal
Surendra Mohan,Rajesh Khanna,Nalini Jaywant,Heena Kausar,Mystery,waapsi,Surendra Mohan Rajesh Khanna Nalini Jaywant Heena Kausar Mystery waapsi
Sheetal,Preeti Ganguli,Kiran Kumar,abc,abc,yeh preet na hogi kam,Sheetal Preeti Ganguli Kiran Kumar abc abc yeh preet na hogi kam
Prabhat Roy,Rakhee Gulzar,Mithun Chakraborty,Rati Agnihotri,abc,zindagani,Prabhat Roy Rakhee Gulzar Mithun Chakraborty Rati Agnihotri abc zindagani
Rajpati,Pravin Anand,Nayan Bhatt,Jeetu,"Comedy, Drama, Fantasy",108 teerthyatra,"Rajpati Pravin Anand Nayan Bhatt Jeetu Comedy, Drama, Fantasy 108 teerthyatra"
S.U. Syed,Major Anand,Chandrashekhar,Anil Chaudhary,"Romance, Horror, Drama, Fantasy",7 saal baad,"S.U. Syed Major Anand Chandrashekhar Anil Chaudhary Romance, Horror, Drama, Fantasy 7 saal baad"
Shibu Mitra,Dharmendra,Shatrughan Sinha,Moushumi Chatterjee,Action,aag hi aag,Shibu Mitra Dharmendra Shatrughan Sinha Moushumi Chatterjee Action aag hi aag
Mahesh Bhatt,Raj Babbar,Kumar Gaurav,Raj Kiran,abc,aaj,Mahesh Bhatt Raj Babbar Kumar Gaurav Raj Kiran abc aaj
Balwant Dullat,Raj Babbar,Amjad Khan,Raj Kiran,abc,ahsaan,Balwant Dullat Raj Babbar Amjad Khan Raj Kiran abc ahsaan
T. Hariharan,Shafi Inamdar,Shashi Kapoor,Hema Malini,abc,anjaam,T. Hariharan Shafi Inamdar Shashi Kapoor Hema Malini abc anjaam
Ramesh Behl,Beena Banerjee,Atlee Brar,Dan Dhanoa,abc,apne apne,Ramesh Behl Beena Banerjee Atlee Brar Dan Dhanoa abc apne apne
Vijay Sadanah,Jeetendra,Jaya Prada,Sridevi,Drama,aulad,Vijay Sadanah Jeetendra Jaya Prada Sridevi Drama aulad
B.R Chopra,Rajesh Khanna,Ashok Kumar,Smita Patil,"Adventure, Mystery, Thriller",awam,"B.R Chopra Rajesh Khanna Ashok Kumar Smita Patil Adventure, Mystery, Thriller awam"
Rahul Rawail,Rakhee Gulzar,Sunny Deol,Meenakshi Sheshadri,Action,dacait,Rahul Rawail Rakhee Gulzar Sunny Deol Meenakshi Sheshadri Action dacait
Deepak S. Shivdasani,Dharmendra,Govinda,Rati Agnihotri,"Action, Crime, Drama, Romance",dadagiri,"Deepak S. Shivdasani Dharmendra Govinda Rati Agnihotri Action, Crime, Drama, Romance dadagiri"
Keshu Ramsay,Aaloka,Bhakti Bhansali,Leena Das,Horror,dak bangla,Keshu Ramsay Aaloka Bhakti Bhansali Leena Das Horror dak bangla
Ashok Roy,Zeenat Aman,Rajnikanth,Pradeep Kumar,abc,daku hasina,Ashok Roy Zeenat Aman Rajnikanth Pradeep Kumar abc daku hasina
B. Subhash,Mithun Chakraborty,Smita Patil,Mandakini,abc,dance dance,B. Subhash Mithun Chakraborty Smita Patil Mandakini abc dance dance
Deepak Bahry,Master Bhagwan,Mithun Chakraborty,Leena Das,abc,deewana tere naam ka,Deepak Bahry Master Bhagwan Mithun Chakraborty Leena Das abc deewana tere naam ka
Rakesh Ranjan Kumar,Kumar Gaurav,Rati Agnihotri,Mala Sinha,abc,dil tujhko diya,Rakesh Ranjan Kumar Kumar Gaurav Rati Agnihotri Mala Sinha abc dil tujhko diya
Bapu,Rita Bhaduri,Kamal Chopra,Danny Denzongpa,"Action, Crime, Drama, Romance",diljalaa,"Bapu Rita Bhaduri Kamal Chopra Danny Denzongpa Action, Crime, Drama, Romance diljalaa"
S. R. Pratap,Hemant Birje,Sripradha,Pran,abc,dilruba tangewali,S. R. Pratap Hemant Birje Sripradha Pran abc dilruba tangewali
Suhaas Khandke,Pallavi Bhatt,Trilok Kapoor,Suhaas Khandke,abc,dozakh,Suhaas Khandke Pallavi Bhatt Trilok Kapoor Suhaas Khandke abc dozakh
K. Ragavendra Rao,Sridevi,Krishna Ghattamaneni,abc,abc,ek chor ek hasina,K. Ragavendra Rao Sridevi Krishna Ghattamaneni abc abc ek chor ek hasina
Subhash,Danny Denzongpa,Roma Manik,Bindu,Action,faqeer badshah,Subhash Danny Denzongpa Roma Manik Bindu Action faqeer badshah
Kalpataru,Raj Kiran,abc,abc,abc,ghar ka sukh,Kalpataru Raj Kiran abc abc abc ghar ka sukh
Desh Gautam,Rajesh Khanna,Sulakshana Pandit,Raj Kiran,abc,goraa,Desh Gautam Rajesh Khanna Sulakshana Pandit Raj Kiran abc goraa
Rajesh Bahaduri,Mohan Choti,Irshad Khan,Rajshri Nair,Action,hamari jung,Rajesh Bahaduri Mohan Choti Irshad Khan Rajshri Nair Action hamari jung
Surendera Mohan,Mithun Chakraborty,Rishi Kapoor,Padmini Kolhapure,"Action, Drama, Adventure, Crime",hawalaat,"Surendera Mohan Mithun Chakraborty Rishi Kapoor Padmini Kolhapure Action, Drama, Adventure, Crime hawalaat"
Prayag Raj,Ashok Kumar,Nutan,Anil Kapoor,"Drama, Family",hifazat,"Prayag Raj Ashok Kumar Nutan Anil Kapoor Drama, Family hifazat"
K. Bapaiah,Shammi Kapoor,Jeetendra,Poonam Dhillon,"Action, Drama",himmat aur mehanat,"K. Bapaiah Shammi Kapoor Jeetendra Poonam Dhillon Action, Drama himmat aur mehanat"
Surendra Mohan,Shatrughan Sinha,Mithun Chakraborty,Hema Malini,"Action, Crime, Drama",hiraasat,"Surendra Mohan Shatrughan Sinha Mithun Chakraborty Hema Malini Action, Crime, Drama hiraasat"
Anil Sharma,Dharmendra,Rati Agnihotri,abc,abc,hukumat,Anil Sharma Dharmendra Rati Agnihotri abc abc hukumat
Gulzar,Rekha,Naseeruddin Shah,Anuradha Patel,"Drama, Musical, Romance",ijaazat,"Gulzar Rekha Naseeruddin Shah Anuradha Patel Drama, Musical, Romance ijaazat"
Sushil Malik,Sanjay Dutt,Farah,Pran,"Action, Crime, Drama",imaandaar,"Sushil Malik Sanjay Dutt Farah Pran Action, Crime, Drama imaandaar"
Jyotin Goel,Sanjay Dutt,Meenakshi Sheshadri,Amrish Puri,Action,inaam dus hazaar,Jyotin Goel Sanjay Dutt Meenakshi Sheshadri Amrish Puri Action inaam dus hazaar
Mukul S. Anand,Vinod Khanna,Dimple Kapadia,Suresh Oberoi,Action,insaaf,Mukul S. Anand Vinod Khanna Dimple Kapadia Suresh Oberoi Action insaaf
T. Rama Rao,Dharmendra,Jeetendra,Anita Raj,abc,insaf ki pukar,T. Rama Rao Dharmendra Jeetendra Anita Raj abc insaf ki pukar
Rajkumar Kohli,Dharmendra,Shatrughan Sinha,Anita Raj,Action,insaniyat ke dushman,Rajkumar Kohli Dharmendra Shatrughan Sinha Anita Raj Action insaniyat ke dushman
V. Joshi,Raaj Kumar,Shabana Azmi,Anil Kapoor,"Drama, Family",itihaas,"V. Joshi Raaj Kumar Shabana Azmi Anil Kapoor Drama, Family itihaas"
Shaukat Jamali,Shoma Anand,A.K. Hangal,Rohini Hattangadi,abc,jaago hua savera,Shaukat Jamali Shoma Anand A.K. Hangal Rohini Hattangadi abc jaago hua savera
R. Jhalani,Dharmendra,Jeetendra,Raj Babbar,Action,jaan hatheli pe,R. Jhalani Dharmendra Jeetendra Raj Babbar Action jaan hatheli pe
Pankaj Parashar,Naseeruddin Shah,Archna Pooran Singh,Rohini Hattangady,abc,jalwa,Pankaj Parashar Naseeruddin Shah Archna Pooran Singh Rohini Hattangady abc jalwa
Vijay Reddi,Jackie Shroff,Sridevi,Shatrughan Sinha,abc,jawab hum denge,Vijay Reddi Jackie Shroff Sridevi Shatrughan Sinha abc jawab hum denge
V. Shantaram,Padmini Kolhapure,Sushant Roy,Ranjana Deshmukh,Social Drama,jhanjhaar,V. Shantaram Padmini Kolhapure Sushant Roy Ranjana Deshmukh Social Drama jhanjhaar
Ashok Kumar,Sujit Kumar,Shreeram Lagoo,Tina Munim,"Drama, Music",kamagni,"Ashok Kumar Sujit Kumar Shreeram Lagoo Tina Munim Drama, Music kamagni"
Mahesh Bhatt,Jackie Shroff,Dimple Kapadia,Master Makrand,"Drama, Family",kaash,"Mahesh Bhatt Jackie Shroff Dimple Kapadia Master Makrand Drama, Family kaash"
K.R. Rangan,Sonika Gill,Kapil Karzan,Ajinkya Deo,abc,kachchi kali,K.R. Rangan Sonika Gill Kapil Karzan Ajinkya Deo abc kachchi kali
Babubhai Mistry,Manoj Kumar,Rajiv Goswami,Madhavi,Drama,kalyug aur ramayan,Babubhai Mistry Manoj Kumar Rajiv Goswami Madhavi Drama kalyug aur ramayan
Rakesh Kumar,Amitabh Bachchan,Kishore Kumar,abc,abc,kaun jeeta kaun haara,Rakesh Kumar Amitabh Bachchan Kishore Kumar abc abc kaun jeeta kaun haara
Harmesh Malhotra,Randhir Kapoor,Rekha,Bindu,"Action, Crime, Drama, Thriller",khazana,"Harmesh Malhotra Randhir Kapoor Rekha Bindu Action, Crime, Drama, Thriller khazana"
Mohan Bhakri,Shoma Anand,Neelam Mehra,Hussein Khan,Horror,khooni mahal,Mohan Bhakri Shoma Anand Neelam Mehra Hussein Khan Horror khooni mahal
Rakesh Roshan,Jeetendra,Shatrughan Sinha,Govinda,"Drama, Family, Musical",khudgarz,"Rakesh Roshan Jeetendra Shatrughan Sinha Govinda Drama, Family, Musical khudgarz"
"K.C. Bokadia, S.A. Chandrashekhar",Jackie Shroff,Hema Malini,Pran,abc,kudrat ka kanoon,"K.C. Bokadia, S.A. Chandrashekhar Jackie Shroff Hema Malini Pran abc kudrat ka kanoon"
Raj Shippy,Dharmendra,Shatrughan Sinha,Madhavi,"Action, Crime, Drama",loha,"Raj Shippy Dharmendra Shatrughan Sinha Madhavi Action, Crime, Drama loha"
Kalpataru,Shashi Kapoor,Sharmila Tagore,Meenakshi Seshadri,abc,maa beti,Kalpataru Shashi Kapoor Sharmila Tagore Meenakshi Seshadri abc maa beti
Arati Bhattacharya,Kunal Kapoor,Moon Moon Sen,Arun Govil,Romance,maashuka,Arati Bhattacharya Kunal Kapoor Moon Moon Sen Arun Govil Romance maashuka
Ramanesh Puri,Jeetendra,Sulakshana Pandit,Aruna Irani,"Action, Crime, Drama, Romance",madadgaar,"Ramanesh Puri Jeetendra Sulakshana Pandit Aruna Irani Action, Crime, Drama, Romance madadgaar"
Goutam Ghose,Shatrughan Sinha,Mohan Agashe,Kalyan Chatterjee,"Drama, Thriller",maha yatra,"Goutam Ghose Shatrughan Sinha Mohan Agashe Kalyan Chatterjee Drama, Thriller maha yatra"
K. Bapaiah,Sadashiv Amrapurkar,Vikas Anand,Asrani,abc,majaal,K. Bapaiah Sadashiv Amrapurkar Vikas Anand Asrani abc majaal
K. Bapaiah,Dharmendra,Poonam Dhillon,Kimi Katkar,abc,mard ki zabaan,K. Bapaiah Dharmendra Poonam Dhillon Kimi Katkar abc mard ki zabaan
Mehul Kumar,Raaj Kumar,Govinda,Farah,abc,marte dam tak,Mehul Kumar Raaj Kumar Govinda Farah abc marte dam tak
Dulal Guha,Dharmendra,Moushumi Chatterjee,Johnny Walker,abc,mera karam mera dharam,Dulal Guha Dharmendra Moushumi Chatterjee Johnny Walker abc mera karam mera dharam
Veerendra,Govinda,Kimi Katkar,abc,"Action, Crime, Drama",mera lahoo,"Veerendra Govinda Kimi Katkar abc Action, Crime, Drama mera lahoo"
Ajay Sharma,Rati Agnihotri,Pankaj Dheer,Deepti Naval,abc,mera suhag,Ajay Sharma Rati Agnihotri Pankaj Dheer Deepti Naval abc mera suhag
Ketan Mehta,Ram Gopal Bajaj,Benjamin Gilani,Mohan Gokhale,Thriller,mirch masala,Ketan Mehta Ram Gopal Bajaj Benjamin Gilani Mohan Gokhale Thriller mirch masala
Shekhar Kapur,Anil Kapoor,Sridevi,Amrish Puri,"Action, Adventure, Comedy, Drama, Science Fiction, Musical, Fantasy",mr. india,"Shekhar Kapur Anil Kapoor Sridevi Amrish Puri Action, Adventure, Comedy, Drama, Science Fiction, Musical, Fantasy mr. india"
Prakash Mehra,Raaj Kumar,Rakhee Gulzar,Raj Babbar,"Drama, Family",muqaddar ka faisla,"Prakash Mehra Raaj Kumar Rakhee Gulzar Raj Babbar Drama, Family muqaddar ka faisla"
Ajay Kashyap,Shashi Kapoor,Sanjay Dutt,Amrita Singh,"Action, Thriller",naam o nishan,"Ajay Kashyap Shashi Kapoor Sanjay Dutt Amrita Singh Action, Thriller naam o nishan"
Ravi Tandon,Rajesh Khanna,Sridevi,Priti Sapru,abc,nazrana,Ravi Tandon Rajesh Khanna Sridevi Priti Sapru abc nazrana
Swaroop Kumar,Mithun Chakraborty,Mandakini,abc,"Action, Crime, Drama",param dharam,"Swaroop Kumar Mithun Chakraborty Mandakini abc Action, Crime, Drama param dharam"
Shashilal Nair,Mithun Chakraborty,Meenakshi Sheshadri,Shakti Kapoor,abc,parivaar,Shashilal Nair Mithun Chakraborty Meenakshi Sheshadri Shakti Kapoor abc parivaar
N. Chandra,Nana Patekar,Sujata Mehta,Arvind Kumar,Drama,pratighaat,N. Chandra Nana Patekar Sujata Mehta Arvind Kumar Drama pratighaat
D. Rajendra Babu,Govinda,Mandakini,Kader Khan,Family,pyaar karke dekho,D. Rajendra Babu Govinda Mandakini Kader Khan Family pyaar karke dekho
Saawan Kumar Tak,Shashi Kapoor,Vinod Mehra,Rekha,"Comedy, Drama, Musical",pyaar ki jeet,"Saawan Kumar Tak Shashi Kapoor Vinod Mehra Rekha Comedy, Drama, Musical pyaar ki jeet"
Anil Ganguly,Rishi Kapoor,Padmini Kolhapure,Asha Sachdev,"Drama, Family, Romance",pyar ke kabil,"Anil Ganguly Rishi Kapoor Padmini Kolhapure Asha Sachdev Drama, Family, Romance pyar ke kabil"
Raman Kumar,Sanjeev Kumar,Shatrughan Sinha,Smita Patil,"Action, Crime, Drama, Romance",raahee,"Raman Kumar Sanjeev Kumar Shatrughan Sinha Smita Patil Action, Crime, Drama, Romance raahee"
Vinod Talwar,Javed Khan,Dipika,Mazhar Khan,abc,raat ke andhere mein,Vinod Talwar Javed Khan Dipika Mazhar Khan abc raat ke andhere mein
Anil Ganguly,Jackie Shroff,Padmini Kolhapure,Richa Sharma,"Crime, Drama",sadak chhap,"Anil Ganguly Jackie Shroff Padmini Kolhapure Richa Sharma Crime, Drama sadak chhap"
T. Rama Rao,Rekha,Raj Babbar,Anupam Kher,abc,sansar,T. Rama Rao Rekha Raj Babbar Anupam Kher abc sansar
Raj Sippy,Vinod Khanna,Meenakshi Sheshadri,Madhavi,abc,satyamev jayate,Raj Sippy Vinod Khanna Meenakshi Sheshadri Madhavi abc satyamev jayate
Ram Narayan Gabale,Parikshat Sahni,Smita Patil,Shreeram Lagoo,abc,sher shivaji,Ram Narayan Gabale Parikshat Sahni Smita Patil Shreeram Lagoo abc sher shivaji
K. Ravi Shankar,Shashi Kapoor,Govinda,Neelam Kothari,abc,sindoor,K. Ravi Shankar Shashi Kapoor Govinda Neelam Kothari abc sindoor
Shibu Mittra,Rajesh Khanna,Hema Malini,Pran,"Action, Crime",sitapur ki geeta,"Shibu Mittra Rajesh Khanna Hema Malini Pran Action, Crime sitapur ki geeta"
B. Gupta,Dharmendra,Ranjeeta Kaur,abc,Science Fiction,superman,B. Gupta Dharmendra Ranjeeta Kaur abc Science Fiction superman
Shyam Benegal,Shabana Azmi,Om Puri,Kulbhushan Kharbanda,Drama,susman,Shyam Benegal Shabana Azmi Om Puri Kulbhushan Kharbanda Drama susman
Chandrakant Joshi,Girish Karnad,Smita Patil,Nilu Phule,Drama,sutradhar,Chandrakant Joshi Girish Karnad Smita Patil Nilu Phule Drama sutradhar
Mahesh Bhatt,Smita Patil,Anil Kapoor,Amrita Singh,"Crime, Drama",thikana,"Mahesh Bhatt Smita Patil Anil Kapoor Amrita Singh Crime, Drama thikana"
Prabhat Khanna,Rajnikanth,Jackie Shroff,Bharathi Vishnuvardhan,abc,uttar dakshin,Prabhat Khanna Rajnikanth Jackie Shroff Bharathi Vishnuvardhan abc uttar dakshin
Dinesh,Bindiya Goswami,Kulbhushan Kharbanda,Vinod Mehra,"Drama, Romance",vishaal,"Dinesh Bindiya Goswami Kulbhushan Kharbanda Vinod Mehra Drama, Romance vishaal"
K. Bapaiah,Sridevi,Krishna,Raogopalrao,Action,waqt ka shahenshah,K. Bapaiah Sridevi Krishna Raogopalrao Action waqt ka shahenshah
Satyen Bose,Ashok Kumar,Rajan Sippy,Raj Kiran,abc,woh din aayega,Satyen Bose Ashok Kumar Rajan Sippy Raj Kiran abc woh din aayega
Sudhir Mishra,Manohar Singh,Habib Tanvir,B.M. Shah,Drama,yeh woh manzil to nahin,Sudhir Mishra Manohar Singh Habib Tanvir B.M. Shah Drama yeh woh manzil to nahin
Basu Chatterji,Anupam Kher,Alok Nath,Ravi Baswani,"Drama, Comedy, Family, Romance",zevar,"Basu Chatterji Anupam Kher Alok Nath Ravi Baswani Drama, Comedy, Family, Romance zevar"
Archana Puran Singh,Hemant Birje,Raja Duggal,Rohini Hattangadi,"Drama, Action",aaj ke angaare,"Archana Puran Singh Hemant Birje Raja Duggal Rohini Hattangadi Drama, Action aaj ke angaare"
Tapan Sinha,Anil Chatterjee,Utpal Dutt,Robi Ghosh,"Drama, Action",aaj ka robin hood,"Tapan Sinha Anil Chatterjee Utpal Dutt Robi Ghosh Drama, Action aaj ka robin hood"
S. R. Pratap,Hemant Birje,Gulshan Grover,Vijayata Pandit,"Drama, Action",aag ke sholay,"S. R. Pratap Hemant Birje Gulshan Grover Vijayata Pandit Drama, Action aag ke sholay"
Dada Kondke,Dada Kondke,Huma Khan,Shakti Kapoor,Comedy,aage ki soch,Dada Kondke Dada Kondke Huma Khan Shakti Kapoor Comedy aage ki soch
Rajiv Mehra,Vinod Khanna,Dimple Kapadia,Jackie Shroff,Action,aakhri adaalat,Rajiv Mehra Vinod Khanna Dimple Kapadia Jackie Shroff Action aakhri adaalat
K. C. Agarwal,Surendra Pal,abc,abc,Action,aakhri nishchay,K. C. Agarwal Surendra Pal abc abc Action aakhri nishchay
Prakash Jha,Deepti Naval,Pyare Mohan Sahay,Vasant Joglekar,Drama,abhishapt,Prakash Jha Deepti Naval Pyare Mohan Sahay Vasant Joglekar Drama abhishapt
J. Om Prakash,Mithun Chakraborty,Chunky Pandey,Amrita Singh,"Drama, Action",agnee,"J. Om Prakash Mithun Chakraborty Chunky Pandey Amrita Singh Drama, Action agnee"
Tanvir Ahmed,Akbar Khan,Sonu Walia,Girish Karnad,Romance,akarshan,Tanvir Ahmed Akbar Khan Sonu Walia Girish Karnad Romance akarshan
Sudesh C. Issar,Shashi Kapoor,Rajan Sippy,Suresh Oberoi,Action,akhri muqabla,Sudesh C. Issar Shashi Kapoor Rajan Sippy Suresh Oberoi Action akhri muqabla
Dayal Nihalani,Raj Babbar,Nana Patekar,Pallavi Joshi,"Drama, Thriller",andha yudh,"Dayal Nihalani Raj Babbar Nana Patekar Pallavi Joshi Drama, Thriller andha yudh"
Mohanjee Prasad,Raj Babbar,Meenakshi Seshadri,Raj Kiran,Drama,aurat teri yehi kahani,Mohanjee Prasad Raj Babbar Meenakshi Seshadri Raj Kiran Drama aurat teri yehi kahani
Suraj Prakash,Raj Kiran,Rupini,abc,abc,bahaar,Suraj Prakash Raj Kiran Rupini abc abc bahaar
Naval Kishore,Biswajeet,Rakesh Roshan,Jayshree T.,abc,be lagaam,Naval Kishore Biswajeet Rakesh Roshan Jayshree T. abc be lagaam
Rajkumar Kohli,Mithun Chakraborty,Dimple Kapadia,Meenakshi Sheshadri,"Action, Horror",bees saal baad,"Rajkumar Kohli Mithun Chakraborty Dimple Kapadia Meenakshi Sheshadri Action, Horror bees saal baad"
Inderjit Doshi,Mukri,Lalita Pawar,abc,abc,bhatakti jawani,Inderjit Doshi Mukri Lalita Pawar abc abc bhatakti jawani
Baby,Babu Antony,Ravi,Jaya Rekha,Horror,bhayaanak mahal,Baby Babu Antony Ravi Jaya Rekha Horror bhayaanak mahal
Navin Kumar,Pradeep Kumar,abc,abc,abc,bhed bhav,Navin Kumar Pradeep Kumar abc abc abc bhed bhav
J. K. Bihari,Rekha,Salman Khan,Farooq Shaikh,"Drama, Family",biwi ho to aisi,"J. K. Bihari Rekha Salman Khan Farooq Shaikh Drama, Family biwi ho to aisi"
K. Bapaiah,Asrani,Mithun Chakraborty,Prem Chopra,"Action, Drama, Family",charnon ki saugandh,"K. Bapaiah Asrani Mithun Chakraborty Prem Chopra Action, Drama, Family charnon ki saugandh"
Ram Pahwa,Rakesh Pandey,abc,abc,abc,chintamani surdas,Ram Pahwa Rakesh Pandey abc abc abc chintamani surdas
B. Subhash,Mithun Chakraborty,Mandakini,Hemant Birje,"Action, Drama, Romance",commando,"B. Subhash Mithun Chakraborty Mandakini Hemant Birje Action, Drama, Romance commando"
Pratap Pothan,Harish Kumar,Sonia,Lakshmi,Drama,daisy,Pratap Pothan Harish Kumar Sonia Lakshmi Drama daisy
K. Ravishankar,Govinda,Kimi Katkar,Raj Kiran,"Drama, Family",dariya dil,"K. Ravishankar Govinda Kimi Katkar Raj Kiran Drama, Family dariya dil"
Feroz Khan,Vinod Khanna,Feroz Khan,Amala,"Action, Drama, Family",dayavan,"Feroz Khan Vinod Khanna Feroz Khan Amala Action, Drama, Family dayavan"
Harmesh Malhotra,Shatrughan Sinha,Reena Roy,Nirupa Roy,abc,dharam shatru,Harmesh Malhotra Shatrughan Sinha Reena Roy Nirupa Roy abc dharam shatru
Sudarshan Nag,Shatrughan Sinha,Sunil Dutt,Kimi Katkar,Drama,dharamyudh,Sudarshan Nag Shatrughan Sinha Sunil Dutt Kimi Katkar Drama dharamyudh
Satpal,Feroz Khan,Sanjeev Kumar,Reena Roy,Action,do waqt ki roti,Satpal Feroz Khan Sanjeev Kumar Reena Roy Action do waqt ki roti
Khwaja Ahmad Abbas,Shabana Azmi,Parikshat Sahni,Tun Tun,Drama,ek aadmi,Khwaja Ahmad Abbas Shabana Azmi Parikshat Sahni Tun Tun Drama ek aadmi
Pravin Bhatt,Om Puri,Divya Rana,Danny Denzongpa,"Action, Drama, Thriller",ek hi maqsad,"Pravin Bhatt Om Puri Divya Rana Danny Denzongpa Action, Drama, Thriller ek hi maqsad"
Vinod Pande,Rekha,Raj Kiran,Mazhar Khan,Family,ek naya rishta,Vinod Pande Rekha Raj Kiran Mazhar Khan Family ek naya rishta
S. Ramanathan,Saira Banu,Bindu,Vinod Khanna,Drama,faisla,S. Ramanathan Saira Banu Bindu Vinod Khanna Drama faisla
Shashilal K. Nair,Rakhee Gulzar,Jackie Shroff,Shekhar Kapur,"Action, Crime, Drama, Family",falak,"Shashilal K. Nair Rakhee Gulzar Jackie Shroff Shekhar Kapur Action, Crime, Drama, Family falak"
Vijay Reddi,Raj Babbar,Dharmendra,Dimple Kapadia,"Action, Drama",ganga tere desh mein,"Vijay Reddi Raj Babbar Dharmendra Dimple Kapadia Action, Drama ganga tere desh mein"
Manmohan Desai,Amitabh Bachchan,Mithun Chakraborty,Jaya Prada,"Action, Drama, Family, Crime, Adventure",gangaa jamunaa saraswati,"Manmohan Desai Amitabh Bachchan Mithun Chakraborty Jaya Prada Action, Drama, Family, Crime, Adventure gangaa jamunaa saraswati"
Kalpataru,Govinda,Farha Naaz,Rishi Kapoor,"Drama, Comedy, Family",ghar ghar ki kahani,"Kalpataru Govinda Farha Naaz Rishi Kapoor Drama, Comedy, Family ghar ghar ki kahani"
Subhash Soni,Govinda,Neelam Kothari,Anupam Kher,"Drama, Family, Action, Comedy",ghar mein ram gali mein shyam,"Subhash Soni Govinda Neelam Kothari Anupam Kher Drama, Family, Action, Comedy ghar mein ram gali mein shyam"
Sripathi Panditharadhyula Rajaram,Chandrashekhar,Ramesh Deo,Satyendra Kapoor,Family,gharwali baharwali,Sripathi Panditharadhyula Rajaram Chandrashekhar Ramesh Deo Satyendra Kapoor Family gharwali baharwali
Shibu Mitra,Shatrughan Sinha,Dimple Kapadia,Chunky Pandey,Action,gunahon ka faisla,Shibu Mitra Shatrughan Sinha Dimple Kapadia Chunky Pandey Action gunahon ka faisla
Swaroop Kumar,Govinda,Farha Naaz,Sonika Gill,"Family, Action",halaal ki kamai,"Swaroop Kumar Govinda Farha Naaz Sonika Gill Family, Action halaal ki kamai"
Anwar Pasha,Rishi Kapoor,Farha Naaz,Kiran Juneja,"Drama, Romance",hamara khandaan,"Anwar Pasha Rishi Kapoor Farha Naaz Kiran Juneja Drama, Romance hamara khandaan"
Kirti Kumar,Govinda,Neelam Kothari,Anupam Kher,"Action, Crime, Thriller",hatya,"Kirti Kumar Govinda Neelam Kothari Anupam Kher Action, Crime, Thriller hatya"
Jatin Kumar,Raj Babbar,Smita Patil,Om Puri,"Action, Thriller",hum farishte nahin,"Jatin Kumar Raj Babbar Smita Patil Om Puri Action, Thriller hum farishte nahin"
