director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Balu Mahendra,Ramesh Aravind,Heera Rajagopal,Revathy,abc,aur ek prem kahani,Balu Mahendra Ramesh Aravind Heera Rajagopal Revathy abc aur ek prem kahani
K. Vishwanath,Rekha,Vinod Mehra,Rakesh Roshan,Drama,aurat aurat aurat,K. Vishwanath Rekha Vinod Mehra Rakesh Roshan Drama aurat aurat aurat
"Prakash Mehra, Beendhu Shukla",Puru Raaj Kumar,Karishma Kapoor,Deepak Tijori,abc,bal bramhachari,"Prakash Mehra, Beendhu Shukla Puru Raaj Kumar Karishma Kapoor Deepak Tijori abc bal bramhachari"
Vikram Bhatt,Saif Ali Khan,Kajol,Atul Agnihotri,"Action, Romance",bambai ka babu,"Vikram Bhatt Saif Ali Khan Kajol Atul Agnihotri Action, Romance bambai ka babu"
Prakash Jha,Juhi Chawla,Guddi Maruti,Paresh Rawal,"Comedy, Drama, Romance",bandish,"Prakash Jha Juhi Chawla Guddi Maruti Paresh Rawal Comedy, Drama, Romance bandish"
N. Chandra,Sanjay Kapoor,Mamta Kulkarni,Amrish Puri,"Action, Drama, Romance, Family",beqabu,"N. Chandra Sanjay Kapoor Mamta Kulkarni Amrish Puri Action, Drama, Romance, Family beqabu"
Arunaraje,Ashwini Bhave,Sridhar,Manohar Singh,"Drama, Musical, Romance",bhairavi,"Arunaraje Ashwini Bhave Sridhar Manohar Singh Drama, Musical, Romance bhairavi"
Jagadish A. Sharma,Mithun Chakraborty,Anjali Jathar,Vani Viswanath,Action,bhishma,Jagadish A. Sharma Mithun Chakraborty Anjali Jathar Vani Viswanath Action bhishma
Mahesh Bhatt,Shah Rukh Khan,Naseeruddin Shah,Anupam Kher,"Drama, Comedy, Thriller",chaahat,"Mahesh Bhatt Shah Rukh Khan Naseeruddin Shah Anupam Kher Drama, Comedy, Thriller chaahat"
Kalpataru,Asrani,Neelima Azim,Ajinkya Deo,abc,chhota sa ghar,Kalpataru Asrani Neelima Azim Ajinkya Deo abc chhota sa ghar
Manoj Agarwal,Govinda,Shilpa Shetty,abc,Drama,chhote sarkar,Manoj Agarwal Govinda Shilpa Shetty abc Drama chhote sarkar
T.L.V. Prasad,Mithun Chakraborty,Vikas Anand,Anusha,"Action, Crime, Drama",daanveer,"T.L.V. Prasad Mithun Chakraborty Vikas Anand Anusha Action, Crime, Drama daanveer"
Amol Palekar,Nirmal Pandey,Sonali Kulkarni,abc,Drama,daayraa,Amol Palekar Nirmal Pandey Sonali Kulkarni abc Drama daayraa
Abbas-Mustan,Rishi Kapoor,Juhi Chawla,Arbaaz Khan,"Drama, Thriller",daraar,"Abbas-Mustan Rishi Kapoor Juhi Chawla Arbaaz Khan Drama, Thriller daraar"
Mahesh Bhatt,Sharad Kapoor,Mukul Dev,Sushmita Sen,Thriller,dastak,Mahesh Bhatt Sharad Kapoor Mukul Dev Sushmita Sen Thriller dastak
Harry Baweja,Ajay Devgn,Sonali Bendre,Madhoo,Action,diljale,Harry Baweja Ajay Devgn Sonali Bendre Madhoo Action diljale
Mehmood Ali,Manzoor Ali,Laila Mehdin,Farida Jalal,Drama,dushman duniya ka,Mehmood Ali Manzoor Ali Laila Mehdin Farida Jalal Drama dushman duniya ka
Bunty Soorma,Sunny Deol,Jackie Shroff,Manisha Koirala,"Action, Romance",dushmani: a violent love story,"Bunty Soorma Sunny Deol Jackie Shroff Manisha Koirala Action, Romance dushmani: a violent love story"
Ravi Raja,Raveena Tandon,Balakrishna,Ramya Krishnan,"Action, Romance, Drama",ek anari do khiladi,"Ravi Raja Raveena Tandon Balakrishna Ramya Krishnan Action, Romance, Drama ek anari do khiladi"
Dayal Nihalani,Sunil Shetty,Saif Ali Khan,Aditya Pancholi,Romance,ek tha raja,Dayal Nihalani Sunil Shetty Saif Ali Khan Aditya Pancholi Romance ek tha raja
Praveen Nischol,Shah Rukh Khan,Sonali Bendre,abc,Romance,english babu desi mem,Praveen Nischol Shah Rukh Khan Sonali Bendre abc Romance english babu desi mem
Vikram Bhatt,Faraaz Khan,Suman Ranganathan,Milind Gunaji,Thriller,fareb,Vikram Bhatt Faraaz Khan Suman Ranganathan Milind Gunaji Thriller fareb
Deepa Mehta,Nandita Das,Shabana Azmi,abc,Social,fire,Deepa Mehta Nandita Das Shabana Azmi abc Social fire
Raj Kumar Santoshi,Sunny Deol,Meenakshi Seshadri,Amrish Puri,"Action, Romance",ghatak,"Raj Kumar Santoshi Sunny Deol Meenakshi Seshadri Amrish Puri Action, Romance ghatak"
Ramesh Bedi,Salma Agha,Raj Babbar,Jamuna,abc,gehra raaz,Ramesh Bedi Salma Agha Raj Babbar Jamuna abc gehra raaz
Sudarshan K. Rattan,Akshay Anand,Chandni,Neelima Azim,"Action, Crime, Drama",hahakaar,"Sudarshan K. Rattan Akshay Anand Chandni Neelima Azim Action, Crime, Drama hahakaar"
Santosh Sivan,Benaf Dadachandji,Rajkumar Santoshi,Sahil Choujar,abc,halo,Santosh Sivan Benaf Dadachandji Rajkumar Santoshi Sahil Choujar abc halo
Gautam Bhatia,Sadashiv Amrapurkar,Jagdeep,Kiran Kumar,abc,hasina aur nagina,Gautam Bhatia Sadashiv Amrapurkar Jagdeep Kiran Kumar abc hasina aur nagina
Sunil Sharma,Sunny Deol,Shilpa Shetty,Tabu,Action,himmat,Sunil Sharma Sunny Deol Shilpa Shetty Tabu Action himmat
Talat Jani,Arun Bakshi,Gajendra Chouhan,Dharmendra,Action,himmatvar,Talat Jani Arun Bakshi Gajendra Chouhan Dharmendra Action himmatvar
B.R. Ishara,Amjad Khan,Mukesh Khanna,Rajat Kumar,abc,hukumnama,B.R. Ishara Amjad Khan Mukesh Khanna Rajat Kumar abc hukumnama
R. Thakur,Arjun,Rajni Bala,Kishore Anand Bhanushali,Action,hum hain khalnayak,R. Thakur Arjun Rajni Bala Kishore Anand Bhanushali Action hum hain khalnayak
Ajay Dixit,Mahesh Anand,Tinnu Anand,Bindu,Romance,hum hain premi,Ajay Dixit Mahesh Anand Tinnu Anand Bindu Romance hum hain premi
Sudhir Mishra,Tara Deshpande,Akhil Mishra,Smriti Mishra,abc,is raat ki subah nahin,Sudhir Mishra Tara Deshpande Akhil Mishra Smriti Mishra abc is raat ki subah nahin
Raj Kanwar,Ajay Devgn,Twinkle Khanna,Amrish Puri,"Action, Romance",jaan,"Raj Kanwar Ajay Devgn Twinkle Khanna Amrish Puri Action, Romance jaan"
Satish Kumar,Shyam Awasthi,Rajdev Jamudhale,Sudhanshu Joshi,abc,jay baba pashupatinath,Satish Kumar Shyam Awasthi Rajdev Jamudhale Sudhanshu Joshi abc jay baba pashupatinath
Raj Kanwar,Sunny Deol,Tabu,Karisma Kapoor,Drama,jeet,Raj Kanwar Sunny Deol Tabu Karisma Kapoor Drama jeet
T. Rama Rao,Ajay Devgn,Mithun Chakraborty,Sujata Mehta,abc,jung,T. Rama Rao Ajay Devgn Mithun Chakraborty Sujata Mehta abc jung
T.L.V. Prasad,Rambha,Ashwini Bhave,Mithun Chakraborty,Action,jurmana,T.L.V. Prasad Rambha Ashwini Bhave Mithun Chakraborty Action jurmana
Sanjay Leela Bhansali,Salman Khan,Manisha Koirala,Nana Patekar,"Social, Romance",khamoshi: the musical,"Sanjay Leela Bhansali Salman Khan Manisha Koirala Nana Patekar Social, Romance khamoshi: the musical"
Umesh Mehra,Rekha,Akshay Kumar,Raveena Tandon,Action,khiladiyon ka khiladi,Umesh Mehra Rekha Akshay Kumar Raveena Tandon Action khiladiyon ka khiladi
Deepak Pawar,Aditya Pancholi,Monica Bedi,abc,abc,khilona,Deepak Pawar Aditya Pancholi Monica Bedi abc abc khilona
K.C. Handra,Rita Bhaduri,Ramesh Goyal,Javed Khan,Horror,khoon ki pyasi,K.C. Handra Rita Bhaduri Ramesh Goyal Javed Khan Horror khoon ki pyasi
S. Deepak,Sunil Shetty,Karishma Kapoor,abc,"Romance, Action",krishna,"S. Deepak Sunil Shetty Karishma Kapoor abc Romance, Action krishna"
Raj N. Sippy,Anil Dhawan,Avtar Gill,Karina Grover,Drama,laalchee,Raj N. Sippy Anil Dhawan Avtar Gill Karina Grover Drama laalchee
David Dhawan,Anil Kapoor,Juhi Chawla,Farida Jalal,Comedy,loafer,David Dhawan Anil Kapoor Juhi Chawla Farida Jalal Comedy loafer
Gulzar,Tabu,Chandrachur Singh,Om Puri,"Crime, War",maachis,"Gulzar Tabu Chandrachur Singh Om Puri Crime, War maachis"
Lawrence D'Souza,Hema Malini,Govinda,Farha Naaz,Family,maahir,Lawrence D'Souza Hema Malini Govinda Farha Naaz Family maahir
Ismayil Shroff,Salman Khan,Manisha Koirala,abc,Drama,majhdhaar,Ismayil Shroff Salman Khan Manisha Koirala abc Drama majhdhaar
Sudarshan Rattan,Shekhar Suman,Madhuri Dixit,abc,abc,manav hatya,Sudarshan Rattan Shekhar Suman Madhuri Dixit abc abc manav hatya
Mahesh Kothare,Tinnu Anand,Sulabha Arya,Arun Bakshi,Action,masoom,Mahesh Kothare Tinnu Anand Sulabha Arya Arun Bakshi Action masoom
Mohanjee Prasad,Shammi Kapoor,Karishma Kapoor,Rahul Roy,abc,megha,Mohanjee Prasad Shammi Kapoor Karishma Kapoor Rahul Roy abc megha
K. Bhagyaraj,Sridevi,Anil Kapoor,Akkineni Nagarjuna,"Comedy, Drama",mr. bechara,"K. Bhagyaraj Sridevi Anil Kapoor Akkineni Nagarjuna Comedy, Drama mr. bechara"
K.C. Bokadia,Vinod Khanna,Aditya Pancholi,Tanuja,Action,muqadama,K.C. Bokadia Vinod Khanna Aditya Pancholi Tanuja Action muqadama
T.L.V. Prasad,Mithun Chakraborty,Moushumi Chatterjee,Ayesha Jhulka,abc,muqaddar,T.L.V. Prasad Mithun Chakraborty Moushumi Chatterjee Ayesha Jhulka abc muqaddar
Tinnu Anand,Danny Denzongpa,Poonam Dhillon,Kumar Gaurav,Action,muthi bhar zameen,Tinnu Anand Danny Denzongpa Poonam Dhillon Kumar Gaurav Action muthi bhar zameen
Kawal Sharma,Sanjay Dutt,Farah,Fatima Sheikh,Action,namak,Kawal Sharma Sanjay Dutt Farah Fatima Sheikh Action namak
Mahesh Bhatt,Jugal Hansraj,Amin Hajee,Dinesh Hingoo,abc,papa kehte hai,Mahesh Bhatt Jugal Hansraj Amin Hajee Dinesh Hingoo abc papa kehte hai
Lawrence D'Souza,Avinash Wadhavan,Karisma Kapoor,Tinnu Anand,"Horror, Thriller",papi gudia,"Lawrence D'Souza Avinash Wadhavan Karisma Kapoor Tinnu Anand Horror, Thriller papi gudia"
Rajiv Kapoor,Rishi Kapoor,Madhuri,Prem Chopra,"Social, Romance",prem granth,"Rajiv Kapoor Rishi Kapoor Madhuri Prem Chopra Social, Romance prem granth"
K.S. Prakash Rao,Mamta Kulkarni,abc,abc,"Comedy, Romance",raja aur rangeeli,"K.S. Prakash Rao Mamta Kulkarni abc abc Comedy, Romance raja aur rangeeli"
Dharmesh Darshan,Karisma Kapoor,Aamir Khan,Johnny Lever,Romance,raja hindustani,Dharmesh Darshan Karisma Kapoor Aamir Khan Johnny Lever Romance raja hindustani
Ashok Gaekwad,Rani Mukerji,Shadaab Khan,abc,Drama,raja ki aayegi baraat,Ashok Gaekwad Rani Mukerji Shadaab Khan abc Drama raja ki aayegi baraat
Pankuj Parasher,Naseeruddin Shah,Anil Kapoor,Madhuri Dixit,"Drama, Fantasy, Family, Thriller",rajkumar,"Pankuj Parasher Naseeruddin Shah Anil Kapoor Madhuri Dixit Drama, Fantasy, Family, Thriller rajkumar"
Ashok Honda,Sunil Shetty,Sonali Bendre,Karisma Kapoor,Action,rakshak,Ashok Honda Sunil Shetty Sonali Bendre Karisma Kapoor Action rakshak
Raju Mawani,Divya Dutta,Sidhant Salaria,abc,"Action, Crime, Drama",ram aur shyam,"Raju Mawani Divya Dutta Sidhant Salaria abc Action, Crime, Drama ram aur shyam"
Kanti Shah,Ishrat Ali,Mithun Chakraborty,Jack Gaud,Action,rangbaaz,Kanti Shah Ishrat Ali Mithun Chakraborty Jack Gaud Action rangbaaz
Ashok Tyaagi,Ashok Kumar,Dev Anand,Dharmendra,Crime,return of jewel thief,Ashok Tyaagi Ashok Kumar Dev Anand Dharmendra Crime return of jewel thief
David Dhawan,Govinda,Tabu,Karisma Kapoor,"Comedy, Romance",saajan chale sasural,"David Dhawan Govinda Tabu Karisma Kapoor Comedy, Romance saajan chale sasural"
Govind Nihalani,Manoj Bajpai,Vanya Joshi,Kishore Kadam,Drama,sanshodhan,Govind Nihalani Manoj Bajpai Vanya Joshi Kishore Kadam Drama sanshodhan
Jagdish A. Sharma,Sunil Shetty,Akshay Kumar,Karishma Kapoor,"Romance, Action, Drama",sapoot,"Jagdish A. Sharma Sunil Shetty Akshay Kumar Karishma Kapoor Romance, Action, Drama sapoot"
Shyam Benegal,Kiron Kher,Surekha Sikri,Amrish Puri,Drama,sardari begum,Shyam Benegal Kiron Kher Surekha Sikri Amrish Puri Drama sardari begum
B. R. Ishara,Rajesh Khanna,Kumar Gaurav,Deepti Naval,abc,sautela bhai,B. R. Ishara Rajesh Khanna Kumar Gaurav Deepti Naval abc sautela bhai
Sanjay Khanna,Sunil Shetty,Anjali Jathar,Danny Denzongpa,Action,shastra,Sanjay Khanna Sunil Shetty Anjali Jathar Danny Denzongpa Action shastra
Sathish Ranjan,Mahesh Anand,Aparajita,Asrani,abc,shohrat,Sathish Ranjan Mahesh Anand Aparajita Asrani abc shohrat
Ajay Kashyap,Dharmendra,Reena Roy,abc,abc,smuggler,Ajay Kashyap Dharmendra Reena Roy abc abc smuggler
Pasha P. Jung,Akshay Anand,Babban,Raj Kiran,abc,spot boy,Pasha P. Jung Akshay Anand Babban Raj Kiran abc spot boy
Joy Augustine,Chandrachur Singh,Arshad Warsi,Priya Gill,"Romance, Drama",tere mere sapne,"Joy Augustine Chandrachur Singh Arshad Warsi Priya Gill Romance, Drama tere mere sapne"
Shyam Benegal,Rajit Kapur,abc,abc,Biography,the making of the mahatma,Shyam Benegal Rajit Kapur abc abc Biography the making of the mahatma
Amol Palekar,Nirmal Pandey,Sonali Kulkarni,Faiyyaz,"Drama, Music, Romance",the square circle,"Amol Palekar Nirmal Pandey Sonali Kulkarni Faiyyaz Drama, Music, Romance the square circle"
K. Murali Mohan Rao,Sanjay Dutt,Raveena Tandon,Paresh Rawal,Action,vijeta,K. Murali Mohan Rao Sanjay Dutt Raveena Tandon Paresh Rawal Action vijeta
Himanshu Brahmbhatt,Sunil Shetty,Anjali Jathar,Anupam Kher,Action,vishwasghaat,Himanshu Brahmbhatt Sunil Shetty Anjali Jathar Anupam Kher Action vishwasghaat
Sharad Sharan,Bijay Anand,Kartika Rane,abc,Musical,yash,Sharad Sharan Bijay Anand Kartika Rane abc Musical yash
Ajay Kashyap,Govinda,Aditya Pancholi,Mandikini,abc,zordaar,Ajay Kashyap Govinda Aditya Pancholi Mandikini abc zordaar
Narendra Bedi,Vijayendra Ghatge,Kajal Kiran,abc,Action,aakhri sanghursh,Narendra Bedi Vijayendra Ghatge Kajal Kiran abc Action aakhri sanghursh
Ketan Mehta,Jackie Shroff,Deepa Sahi,abc,"Romance, Crime",aar ya paar,"Ketan Mehta Jackie Shroff Deepa Sahi abc Romance, Crime aar ya paar"
Basu Bhattacharyya,Rekha,Om Puri,abc,abc,aastha: in the prison of spring,Basu Bhattacharyya Rekha Om Puri abc abc aastha: in the prison of spring
Guddu Dhanoa,Akshay Kumar,Urmila Matondkar,abc,Action,aflatoon,Guddu Dhanoa Akshay Kumar Urmila Matondkar abc Action aflatoon
Raju Chauhan,Dharmendra,Ravi Kishan,Mukesh Khanna,Action,agnee morcha,Raju Chauhan Dharmendra Ravi Kishan Mukesh Khanna Action agnee morcha
Amit Suryavanshi,Naseeruddin Shah,Govinda,Dimple Kapadia,Action,agnichakra,Amit Suryavanshi Naseeruddin Shah Govinda Dimple Kapadia Action agnichakra
Ashim Samanta,Sharad Kapoor,Suman Ranganathan,Rohit Roy,Drama,ankhon mein tum ho,Ashim Samanta Sharad Kapoor Suman Ranganathan Rohit Roy Drama ankhon mein tum ho
Rahul Rawail,Bobby Deol,Aishwarya Rai,abc,Romance,aur pyaar ho gaya,Rahul Rawail Bobby Deol Aishwarya Rai abc Romance aur pyaar ho gaya
Sohail Khan,Salman Khan,Shilpa Shetty,Sanjay Kapoor,Action,auzaar,Sohail Khan Salman Khan Shilpa Shetty Sanjay Kapoor Action auzaar
Rajesh Kumar Singh,Chandrachur Singh,Arshad Warsi,Anjala Zaveri,abc,betaabi,Rajesh Kumar Singh Chandrachur Singh Arshad Warsi Anjala Zaveri abc betaabi
Deepak Shivdasani,Sunil Shetty,Sonali Bendre,Pooja Batra,Action,bhai,Deepak Shivdasani Sunil Shetty Sonali Bendre Pooja Batra Action bhai
Sikander Bharti,Samrat Mukerji,Manek Bedi,Shakti Kapoor,abc,bhai bhai,Sikander Bharti Samrat Mukerji Manek Bedi Shakti Kapoor abc bhai bhai
R. Mittal,Gajendra Chauhan,Anil Dhawan,Menaka,Horror,bhayaanak panja,R. Mittal Gajendra Chauhan Anil Dhawan Menaka Horror bhayaanak panja
J. P. Dutta,Sunny Deol,Jackie Shroff,Sunil Shetty,War,border,J. P. Dutta Sunny Deol Jackie Shroff Sunil Shetty War border
Kamal Hassan,Kamal Hassan,Tabu,Amrish Puri,abc,chachi 420,Kamal Hassan Kamal Hassan Tabu Amrish Puri abc chachi 420
Kumar Shakami,Sumanto Chattopadhyay,Nandini Ghosal,abc,Drama,char adhyay,Kumar Shakami Sumanto Chattopadhyay Nandini Ghosal abc Drama char adhyay
Ambrish Sangal,Jeetendra,Somy Ali,Om Puri,abc,chupp,Ambrish Sangal Jeetendra Somy Ali Om Puri abc chupp
Arshad Khan,Mithun Chakraborty,Ayub Khan,abc,Action,daadagiri,Arshad Khan Mithun Chakraborty Ayub Khan abc Action daadagiri
Rajan Khosa,Kitu Gidwani,Bhaveen Ghosain,abc,Drama,dance of the wind,Rajan Khosa Kitu Gidwani Bhaveen Ghosain abc Drama dance of the wind
Kalpana Lajmi,Kiron Kher,Tabu,abc,abc,darmiyaan,Kalpana Lajmi Kiron Kher Tabu abc abc darmiyaan
Ram Gopal Varma,Sanjay Dutt,Urmila Matondkar,abc,"Romance, Crime",daud,"Ram Gopal Varma Sanjay Dutt Urmila Matondkar abc Romance, Crime daud"
David Dhawan,Anil Kapoor,Govinda,Juhi Chawla,"Romance, Comedy",deewana mastana,"David Dhawan Anil Kapoor Govinda Juhi Chawla Romance, Comedy deewana mastana"
Ashim Bhattacharya,Manisha Koirala,Vikas Bhalla,abc,Romance,dil ke jharoke main,Ashim Bhattacharya Manisha Koirala Vikas Bhalla abc Romance dil ke jharoke main
Yash Chopra,Shahrukh Khan,Madhuri Dixit,Karisma Kapoor,"Comedy, Drama, Romance",dil to pagal hai,"Yash Chopra Shahrukh Khan Madhuri Dixit Karisma Kapoor Comedy, Drama, Romance dil to pagal hai"
Sameer Malkan,Vinod Khanna,Sunil Shetty,Gautami,Action,dhaal,Sameer Malkan Vinod Khanna Sunil Shetty Gautami Action dhaal
Kirti Kumar,Govinda,Madhuvanti,abc,abc,do ankhen barah hath,Kirti Kumar Govinda Madhuvanti abc abc do ankhen barah hath
Anup Malik,Vikas Bhalla,Monica Bedi,abc,abc,ek phool teen kante,Anup Malik Vikas Bhalla Monica Bedi abc abc ek phool teen kante
Partho Ghosh,Nana Patekar,Raveena Tandon,Paresh Rawal,"Action, Crime, Drama",ghulam-e-mustafa,"Partho Ghosh Nana Patekar Raveena Tandon Paresh Rawal Action, Crime, Drama ghulam-e-mustafa"
Basu Chatterjee,Anupam Kher,Jugal Hansraj,Pratibha Sinha,"Musical, Romance",gudgudee,"Basu Chatterjee Anupam Kher Jugal Hansraj Pratibha Sinha Musical, Romance gudgudee"
Rajiv Rai,Bobby Deol,Manisha Koirala,Kajol,Thriller,gupt: the hidden truth,Rajiv Rai Bobby Deol Manisha Koirala Kajol Thriller gupt: the hidden truth
Sanjay Gupta,Aditya Pancholi,Saif Ali Khan,Kajol,Drama,hameshaa,Sanjay Gupta Aditya Pancholi Saif Ali Khan Kajol Drama hameshaa
David Dhawan,Govinda,Karisma Kapoor,Kader Khan,Comedy,hero no. 1,David Dhawan Govinda Karisma Kapoor Kader Khan Comedy hero no. 1
Pankaj Parashar,Vinod Khanna,Akshaye Khanna,Hema Malini,"Drama, Romance",himalay putra,"Pankaj Parashar Vinod Khanna Akshaye Khanna Hema Malini Drama, Romance himalay putra"
Dayal Nihalani,Akshay Kumar,Shilpa Shetty,Paresh Rawal,Action,insaaf,Dayal Nihalani Akshay Kumar Shilpa Shetty Paresh Rawal Action insaaf
Indra Kumar,Aamir Khan,Juhi Chawla,Ajay Devgn,"Romance, Comedy",ishq,"Indra Kumar Aamir Khan Juhi Chawla Ajay Devgn Romance, Comedy ishq"
Raj Kanwar,Ajay Devgn,Twinkle Khanna,abc,abc,itihaas,Raj Kanwar Ajay Devgn Twinkle Khanna abc abc itihaas
Talat Jani,Dharmendra,Reena Roy,Vikas Bhalla,abc,jeeo shaan se,Talat Jani Dharmendra Reena Roy Vikas Bhalla abc jeeo shaan se
Partho Ghosh,Mithun Chakraborty,Atul Agnihotri,Mamta Kulkarni,"Action, Drama, Family",jeevan yudh,"Partho Ghosh Mithun Chakraborty Atul Agnihotri Mamta Kulkarni Action, Drama, Family jeevan yudh"
T.L.V. Prasad,Bindushree,Mithun Chakraborty,Prem Chopra,abc,jodidar,T.L.V. Prasad Bindushree Mithun Chakraborty Prem Chopra abc jodidar
Raj Kanwar,Anil Kapoor,Sridevi,Urmila Matondkar,Drama,judaai,Raj Kanwar Anil Kapoor Sridevi Urmila Matondkar Drama judaai
A. Sharma,Jeetendra,Sunil Shetty,Sujata Mehta,Action,judge mujrim,A. Sharma Jeetendra Sunil Shetty Sujata Mehta Action judge mujrim
David Dhawan,Salman Khan,Rambha,Karisma Kapoor,Comedy,judwaa,David Dhawan Salman Khan Rambha Karisma Kapoor Comedy judwaa
Bhabendra Nath Saikia,Jatin Bora,Ashish Vidyarthi,Debashree Roy,Drama,kaal sandhya,Bhabendra Nath Saikia Jatin Bora Ashish Vidyarthi Debashree Roy Drama kaal sandhya
T.L.V. Prasad,Dipti Bhatnagar,Mithun Chakraborty,Kiran Kumar,abc,kaalia,T.L.V. Prasad Dipti Bhatnagar Mithun Chakraborty Kiran Kumar abc kaalia
Partho Ghosh,Rishi Kapoor,Sridevi,Suresh Oberoi,"Action, Drama, Thriller",kaun sachcha kaun jhootha,"Partho Ghosh Rishi Kapoor Sridevi Suresh Oberoi Action, Drama, Thriller kaun sachcha kaun jhootha"
Amit Suryavanshi,Disha Vakani,Shiva Rindani,abc,Drama,kamsin: the untouched,Amit Suryavanshi Disha Vakani Shiva Rindani abc Drama kamsin: the untouched
Raj N. Sippy,Shalini Kapoor,Ravi Kishan,Rohit Roy,abc,koi kisise kum nahin,Raj N. Sippy Shalini Kapoor Ravi Kishan Rohit Roy abc koi kisise kum nahin
Rakesh Roshan,Shahrukh Khan,Madhuri Dixit,Amrish Puri,Drama,koyla,Rakesh Roshan Shahrukh Khan Madhuri Dixit Amrish Puri Drama koyla
Shailendra Shukla,Jeetendra,Vivek Mushran,Karina Grover,abc,krishna arjun,Shailendra Shukla Jeetendra Vivek Mushran Karina Grover abc krishna arjun
Mehul Kumar,Akshay Kumar,Karisma Kapoor,abc,"Action, Drama",lahu ke do rang,"Mehul Kumar Akshay Kumar Karisma Kapoor abc Action, Drama lahu ke do rang"
V. Madhusudan Rao,Pran,abc,abc,abc,lav kush,V. Madhusudan Rao Pran abc abc abc lav kush
Afzal Khan,Sanjay Dutt,Madhuri Dixit,abc,"Action, Drama",mahaanta,"Afzal Khan Sanjay Dutt Madhuri Dixit abc Action, Drama mahaanta"
K. Raghavendra Rao,Sanjay Kapoor,Madhoo,Urmila Matondkar,"Drama, Musical, Romance",mere sapno ki rani,"K. Raghavendra Rao Sanjay Kapoor Madhoo Urmila Matondkar Drama, Musical, Romance mere sapno ki rani"
Reema Nath,Madhuri Dixit,Sanjay Kapoor,Akshay Khanna,Romance,mohabbat,Reema Nath Madhuri Dixit Sanjay Kapoor Akshay Khanna Romance mohabbat
Prakash Jha,Madhuri Dixit,Shabana Azmi,Ayub Khan,Drama,mrityudand,Prakash Jha Madhuri Dixit Shabana Azmi Ayub Khan Drama mrityudand
Mehul Kumar,Amitabh Bachchan,Nana Patekar,Dimple Kapadia,Action,mrityudata,Mehul Kumar Amitabh Bachchan Nana Patekar Dimple Kapadia Action mrityudata
David Dhawan,Akshay Kumar,Juhi Chawla,abc,Romantic Comedy,mr. and mrs. khiladi,David Dhawan Akshay Kumar Juhi Chawla abc Romantic Comedy mr. and mrs. khiladi
Kirti Kumar,Govinda,Mamta Kulkarni,abc,abc,naseeb,Kirti Kumar Govinda Mamta Kulkarni abc abc naseeb
Subhash Ghai,Shah Rukh Khan,Mahima Chaudhry,Apurva Agnihotri,Social Drama,pardes,Subhash Ghai Shah Rukh Khan Mahima Chaudhry Apurva Agnihotri Social Drama pardes
Nitin Manmohan,Sunil Shetty,Shilpa Shetty,abc,Mystery,prithvi,Nitin Manmohan Sunil Shetty Shilpa Shetty abc Mystery prithvi
Rajkumar Kohli,Sunny Deol,Sunil Shetty,Sonali Bendre,Action,qahar,Rajkumar Kohli Sunny Deol Sunil Shetty Sonali Bendre Action qahar
Subhash Agarwal,Pankaj Kapoor,Reema Lagoo,Raghubir Yadav,Drama,rui ka bojh,Subhash Agarwal Pankaj Kapoor Reema Lagoo Raghubir Yadav Drama rui ka bojh
Priyadarshan,Arvind Swamy,Juhi Chawla,Farida Jalal,abc,saat rang ke sapne,Priyadarshan Arvind Swamy Juhi Chawla Farida Jalal abc saat rang ke sapne
Saawan Kumar Tak,Ayub Khan,Milind Gunaji,Saadhika,abc,salma pe dil aa gaya,Saawan Kumar Tak Ayub Khan Milind Gunaji Saadhika abc salma pe dil aa gaya
Aziz Sejawal,Sanjay Dutt,Manisha Koirala,abc,Romance,sanam,Aziz Sejawal Sanjay Dutt Manisha Koirala abc Romance sanam
Rajiv Babbar,Mithun Chakraborty,Jackie Shroff,Harish Kumar,abc,shapath,Rajiv Babbar Mithun Chakraborty Jackie Shroff Harish Kumar abc shapath
Manmohan,Jackie Shroff,Ravi Kishan,Dimple Kapadia,Drama,share bazaar,Manmohan Jackie Shroff Ravi Kishan Dimple Kapadia Drama share bazaar
Waris Hussein,Firdaus Kanga,Souad Faress,Khodus Wadia,Social,sixth happiness,Waris Hussein Firdaus Kanga Souad Faress Khodus Wadia Social sixth happiness
T.L.V. Prasad,Rakesh Bedi,Mithun Chakraborty,Puneet Issar,Action,suraj,T.L.V. Prasad Rakesh Bedi Mithun Chakraborty Puneet Issar Action suraj
Mahesh Bhatt,Paresh Rawal,Pooja Bhatt,abc,Drama,tamanna,Mahesh Bhatt Paresh Rawal Pooja Bhatt abc Drama tamanna
